href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=947,armenian4,female,"['tbilisi', 'republic of georgia']",armenian (hye),"['russian', '']","['27,', 'female', '']",12,academic,['usa'],4.5,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=997,armenian5,female,"['yerevan', 'armenia']",armenian (hye),"['russian', 'greek', '']","['21,', 'female', '']",15,academic,['usa'],0.5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1228,armenian6,male,"['armavir', 'russia']",armenian (hye),"['russian', '']","['23,', 'male', '']",11,academic,[''],0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1505,armenian7,male,"['tehran', 'iran']",armenian (hye),"['farsi', '']","['31,', 'male', '']",10,academic,['usa'],3,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1710,armenian8,female,"['yerevan', 'armenia']",armenian (hye),"['russian', '']","['50,', 'female', '']",35,naturalistic,['usa'],15,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=25,azerbaijani1,male,"['naxcivan', 'azerbaijan']",azerbaijani (azj),"['russian', '']","['24,', 'male', '']",14,academic,['usa'],1,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=434,azerbaijani2,female,"['baku', 'azerbaijan']",azerbaijani (azj),"['turkish', 'russian', 'farsi', '']","['42,', 'female', '']",40,naturalistic,['usa'],2,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1791,azerbaijani3,male,"['baku', 'azerbaijan']",azerbaijani (azj),"['turkish', 'arabic', '']","['31,', 'male', '']",16,academic,['usa'],2,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2341,azerbaijani4,female,"['urmia', 'iran']",azerbaijani (azb),"['farsi', 'turkish', 'arabic', '']","['32,', 'female', '']",9,academic,['usa'],3,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2342,azerbaijani5,male,"['urmia', 'iran']",azerbaijani (azb),"['farsi', '']","['37,', 'male', '']",14,academic,['usa'],3,37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=26,bafang1,male,"['douala', 'cameroon']",bafang (fmp),"['french', '']","['40,', 'male', '']",30,academic,['usa'],10,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=992,bafang2,male,"['douala', 'cameroon']",bafang (fmp),"['french', '']","['38,', 'male', '']",6,academic,['usa'],5,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=27,baga1,male,"['conakry', 'guinea']",baga (bsp),"['susu', 'mandingo', 'french', '']","['31,', 'male', '']",29,academic,['usa'],2,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=213,indonesian1,male,"['jakarta', 'indonesia']",indonesian (ind),['none'],"['31,', 'male', '']",13,academic,['usa'],11,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=214,indonesian2,male,"['jakarta', 'indonesia']",indonesian (ind),"['dutch', 'german', 'swedish', '']","['18,', 'male', '']",13,academic,['canada'],2.5,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=215,indonesian3,female,"['jakarta', 'indonesia']",indonesian (ind),['none'],"['32,', 'female', '']",13,academic,['usa'],0.6,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=216,indonesian4,female,"['jakarta', 'indonesia']",indonesian (ind),"['javanese', 'sundanese', 'spanish', 'mandarin', 'japanese', '']","['30,', 'female', '']",10,academic,['usa'],6.5,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1054,indonesian5,male,"['jakarta', 'indonesia']",indonesian (ind),"['malay', '']","['29,', 'male', '']",7,academic,"['new zealand', 'usa']",5,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1309,indonesian6,male,"['jakarta', 'indonesia']",indonesian (ind),"['javanese', '']","['20,', 'male', '']",8,academic,['usa'],2.5,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1496,indonesian7,female,"['kediri', 'java', 'indonesia']",indonesian (ind),"['tagalog', 'arabic', 'malay', '']","['45,', 'female', '']",12,academic,['usa'],8,45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1775,indonesian8,male,"['jakarta', 'indonesia']",indonesian (ind),"['spanish', '']","['32,', 'male', '']",14,academic,"['singapore', 'usa']",9.5,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2398,indonesian9,male,"['sumatera', 'indonesia']",indonesian (ind),['none'],"['35,', 'male', '']",9,academic,['usa'],23,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2551,indonesian10,female,"['banda aceh', 'indonesia']",indonesian (ind),"['arabic', 'aceh', '']","['25,', 'female', '']",12,academic,['australia'],0.8,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2552,indonesian11,male,"['ambon', 'indonesia']",indonesian (ind),"['japanese', 'malay', '']","['26,', 'male', '']",9,naturalistic,['australia'],1.2,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2561,indonesian12,male,"['kupang', 'indonesia']",indonesian (ind),"['hawu', '']","['28,', 'male', '']",9,naturalistic,['australia'],0.9,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=28,bai1,female,"['jianchuan', 'yunnan', 'china']",bai (bca),"['mandarin', '']","['43,', 'female', '']",40,academic,[''],0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=788,balantaganja1,male,"['koussi', 'senegal']",balanta ganja (bjt),"['french', 'wolof', 'spanish', 'creole', 'mandingue', '']","['24,', 'male', '']",12,academic,[''],0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=29,bambara1,female,"['bamako', 'mali']",bambara (bam),"['french', '']","['15.5,', 'female', '']",12,academic,['usa'],0.4,15.5
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=30,bambara2,female,"['bamako', 'mali']",bambara (bam),"['french', '']","['26,', 'female', '']",18,academic,['usa'],2,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=413,bambara3,male,"['bamako', 'mali']",bambara (bam),"['french', '']","['22,', 'male', '']",12,academic,['usa'],0.25,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=787,bambara4,male,"['goudiri', 'senegal']",bambara (bam),"['pulaar', 'portuguese', 'wolof', 'french', '']","['26,', 'male', '']",14,academic,[''],0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=969,bambara5,female,"['segou', 'mali']",bambara (bam),"['french', '']","['23,', 'female', '']",21,academic,['usa'],1,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=31,bamun1,female,"['foumban', 'cameroon']",bamun (bax),"['french', 'russian', '']","['31,', 'female', '']",15,academic,['usa'],2,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2073,bengali16,female,"['dhaka', 'bangladesh']",bengali (ben),['none'],"['24,', 'female', '']",6,academic,['usa'],1,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2792,bengali20,male,"['chittagong', 'bangladesh']",bengali (ben),"['hindi', '']","['23,', 'male', '']",5,academic,['usa'],3.5,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1029,bari1,male,"['khartoum', 'sudan']",bari (bfa),"['arabic', 'kresh', '']","['34,', 'male', '']",6,academic,['usa'],6,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1030,bari2,male,"['khartoum', 'sudan']",bari (bfa),"['arabic', '']","['36,', 'male', '']",7,academic,['usa'],5,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=32,basque1,female,"['vizcaya', 'spain']",basque (bqe),"['spanish', '']","['69,', 'female', '']",34,naturalistic,['usa'],35,69
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=33,basque2,male,"['guernica', 'spain']",basque (bqe),"['spanish', '']","['50,', 'male', '']",19,naturalistic,['usa'],30,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=687,bavarian1,female,"['erding', 'bavaria', 'germany']",bavarian (bar),"['italian', 'french', '']","['54,', 'female', '']",10,academic,"['usa', 'uk']",17,54
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1045,bavarian2,female,"['berchtesgaden', 'germany']",bavarian (bav),"['french', 'dutch', '']","['52,', 'female', '']",10,academic,['usa'],15,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=417,belarusan1,male,"['chamiancy', 'vilejka', 'belarus']",belarusan (bel),"['russian', '']","['25,', 'male', '']",11,academic,[''],0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=650,belarusan2,female,"['minsk', 'belarus']",belarusan (bel),"['russian', 'polish', '']","['43,', 'female', '']",12,academic,['usa'],5,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2166,belarusan3,male,"['gomel', 'belarus']",belarusan (bel),"['russian', '']","['18,', 'male', '']",6,academic,[''],0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=34,bengali1,male,"['dhaka', 'bangladesh']",bengali (ben),"['hindi-urdu', '']","['23,', 'male', '']",16,academic,['usa'],1,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=35,bengali2,female,"['lusaka', 'zambia']",bengali (ben),"['french', '']","['25,', 'female', '']",2,naturalistic,['usa'],21,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=36,bengali3,female,"['dhaka', 'bangladesh']",bengali (ben),"['urdu', 'hindi-urdu', 'spanish', '']","['19,', 'female', '']",5,academic,['usa'],6,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=37,bengali4,male,"['chittagong', 'bangladesh']",bengali (ben),"['hindi-urdu', 'spanish', '']","['24,', 'male', '']",6,academic,['usa'],5,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=622,bengali5,female,"['dhaka', 'bangladesh']",bengali (ben),"['urdu', 'hindi', '']","['40,', 'female', '']",5,academic,['usa'],15,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=624,bengali6,male,"['jamshedpur', 'jharkhand', 'india']",bengali (ben),"['hindi', '']","['29,', 'male', '']",4,naturalistic,['uk'],2,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=710,bengali7,male,"['mymensingh', 'bangladesh']",bengali (ben),"['hindi', 'urdu', '']","['49,', 'male', '']",6,academic,['usa'],5.5,49
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=709,bengali8,male,"['noakhali', 'bangladesh']",bengali (ben),"['urdu', 'hindi', '']","['54,', 'male', '']",5,academic,['usa'],9,54
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=987,bengali9,female,"['kolkata', 'india']",bengali (ben),"['hindi', '']","['61,', 'female', '']",12,academic,['usa'],0.5,61
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1009,bengali10,female,"['dhaka', 'bangladesh']",bengali (ben),['none'],"['18,', 'female', '']",3,academic,['usa'],6,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1018,bengali11,male,"['durgapur', 'west bengal', 'india']",bengali (ben),"['hindi', '']","['34,', 'male', '']",3.5,academic,['usa'],8,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1682,bengali12,female,"['sylhet', 'bangladesh']",bengali (ben),"['urdu', 'hindi', '']","['25,', 'female', '']",4,academic,['usa'],3,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1825,bengali13,female,"['dhaka', 'bangladesh']",bengali (ben),"['hindi', 'urdu', 'arabic', '']","['33,', 'female', '']",10,academic,['usa'],7,33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1973,bengali14,male,"['kolkata', 'india']",bengali (ben),['none'],"['26,', 'male', '']",4,,[''],0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2004,bengali15,female,"['dhaka', 'bangladesh']",bengali (ben),"['hindi', 'urdu', '']","['46,', 'female', '']",8,academic,['usa'],14,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2139,bengali17,female,"['sylhet', 'bangladesh']",bengali (ben),"['hindi', 'urdu', '']","['19,', 'female', '']",6,academic,['usa'],13,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2318,bengali18,female,"['dhaka', 'bangladesh']",bengali (ben),"['urdu', '']","['20,', 'female', '']",17,academic,['usa'],5,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2349,bengali19,female,"['hyderabad', 'telangana', 'india']",bengali (ben),"['hindi', 'telugu', '']","['25,', 'female', '']",3,academic,['usa'],0.5,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2841,cebuano2,female,"['gingoog city', 'philippines']",cebuano (ceb),"['tagalog', '']","['24,', 'female', '']",6,academic,['usa'],0.6,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=38,bosnian1,male,"['doboj', 'bosnia and herzegovina']",bosnian (bos),"['german', 'russian', '']","['39,', 'male', '']",37,academic,['usa'],2,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=39,bosnian2,male,"['sarajevo', 'bosnia and herzegovina']",bosnian (bos),"['slovenian', '']","['21,', 'male', '']",10,naturalistic,['usa'],0.1,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=808,bosnian3,female,"['sarajevo', 'bosnia and herzegovina']",bosnian (bos),['none'],"['25,', 'female', '']",12,academic,['usa'],1.5,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=943,bosnian4,male,"['travnik', 'bosnia and herzegovina']",bosnian (bos),['none'],"['20,', 'male', '']",11,academic,['usa'],1.3,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=944,bosnian5,female,"['travnik', 'bosnia and herzegovina']",bosnian (bos),"['german', '']","['25,', 'female', '']",6,academic,['usa'],0.4,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1025,bosnian6,female,"['zenica', 'bosnia and herzegovina']",bosnian (bos),['none'],"['29,', 'female', '']",22,naturalistic,['usa'],8,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1058,bosnian7,female,"['gornji vakuf', 'bosnia and herzegovina']",bosnian (bos),"['german', '']","['24,', 'female', '']",10,academic,['usa'],1.3,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1082,bosnian8,female,"['sarajevo', 'bosnia and herzegovina']",bosnian (bos),"['spanish', '']","['24,', 'female', '']",15,academic,['usa'],1.5,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1289,bosnian9,male,"['sarajevo', 'bosnia and herzegovina']",bosnian (bos),"['german', 'french', 'italian', '']","['47,', 'male', '']",5,academic,"['uk', 'usa', 'south africa']",15,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2485,bosnian10,female,"['gornji vakuf', 'bosnia and herzegovina']",bosnian (bos),"['spanish', '']","['31,', 'female', '']",15,academic,['usa'],8,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2499,bosnian11,male,"['kotorsko', 'bosnia and herzegovina']",bosnian (bos),"['serbian', 'croatian', 'russian', '']","['51,', 'male', '']",31,naturalisic,['usa'],20.5,51
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2673,bosnian12,male,"['zenica', 'bosnia and herzegovina']",bosnian (bos),"['french', '']","['27,', 'male', '']",5,academic,[''],0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=40,bulgarian1,female,"['plovdiv', 'bulgaria']",bulgarian (bul),"['russian', '']","['25,', 'female', '']",16,academic,['usa'],7,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=41,bulgarian2,female,"['sofia', 'bulgaria']",bulgarian (bul),"['russian', '']","['53,', 'female', '']",42,academic,['usa'],11,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=42,bulgarian3,male,"['sofia', 'bulgaria']",bulgarian (bul),"['russian', '']","['27,', 'male', '']",10,academic,['usa'],10,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=43,bulgarian4,male,"['plovdiv', 'bulgaria']",bulgarian (bul),"['russian', '']","['22,', 'male', '']",20,naturalistic,['usa'],2,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=44,bulgarian5,male,"['sofia', 'bulgaria']",bulgarian (bul),"['russian', '']","['23,', 'male', '']",14,academic,['usa'],9,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=557,bulgarian6,male,"['ruse', 'bulgaria']",bulgarian (bul),"['greek', '']","['27,', 'male', '']",11,naturalistic,[''],0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=566,bulgarian7,male,"['stara zagora', 'bulgaria']",bulgarian (bul),"['spanish', '']","['18,', 'male', '']",13,academic,[''],0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=848,bulgarian8,female,"['sofia', 'bulgaria']",bulgarian (bul),"['russian', '']","['31,', 'female', '']",8,academic,['usa'],6,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=923,bulgarian9,female,"['ruse', 'bulgaria']",bulgarian (bul),"['russian', 'spanish', '']","['31,', 'female', '']",10,academic,['usa'],9,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=965,bulgarian10,female,"['dobrich', 'bulgaria']",bulgarian (bul),"['russian', 'german', 'serbian', 'greek', '']","['21,', 'female', '']",15,academic,['usa'],2.5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=966,bulgarian11,male,"['dobrich', 'bulgaria']",bulgarian (bul),"['russian', 'german', '']","['24,', 'male', '']",16,academic,['usa'],2.5,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1446,bulgarian12,female,"['sofia', 'bulgaria']",bulgarian (bul),"['russian', '']","['30,', 'female', '']",9,academic,['usa'],8,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1512,bulgarian13,male,"['chirpan', 'bulgaria']",bulgarian (bul),"['macedonian', 'french', '']","['20,', 'male', '']",9,academic,['usa'],10,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1611,bulgarian14,male,"['sofia', 'bulgaria']",bulgarian (bul),"['russian', 'serbian', 'arabic', '']","['46,', 'male', '']",30,academic,['usa'],14,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1859,bulgarian15,male,"['varna', 'bulgaria']",bulgarian (bul),"['spanish', '']","['22,', 'male', '']",10,naturalistic,['usa'],12,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1880,bulgarian16,male,"['kyustendil', 'bulgaria']",bulgarian (bul),"['german', '']","['21,', 'male', '']",6,academic,['uk'],0.1,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1915,bulgarian17,female,"['sofia', 'bulgaria']",bulgarian (bul),"['russian', 'german', 'french', '']","['31,', 'female', '']",9,naturalistic,['usa'],16,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2024,bulgarian18,male,"['razlog', 'bulgaria']",bulgarian (bul),['none'],"['20,', 'male', '']",10,academic,['usa'],1,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2616,bulgarian19,female,"['varna', 'bulgaria']",bulgarian (bul),['none'],"['34,', 'female', '']",10,academic,['usa'],12,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2691,bulgarian20,female,"['kyustendil', 'bulgaria']",bulgarian (bul),"['russian', 'french', '']","['47,', 'female', '']",16,naturalistic,['usa'],20,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=758,burmese1,female,"['yangon', 'myanmar']",burmese (mya),['none'],"['35,', 'female', '']",11,academic,['usa'],1.5,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1568,burmese2,male,"['yangon', 'myanmar']",burmese (mya),"['chinese', '']","['29,', 'male', '']",7,naturalistic,['singapore'],5,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1953,camerooncreoleenglish1,male,"['buea', 'cameroon']",cameroon creole english (wes),['none'],"['18,', 'male', '']",10,academic,['usa'],8,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=45,cantonese1,female,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['22,', 'female', '']",12,academic,['usa'],1,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=46,cantonese2,male,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['20,', 'male', '']",13,academic,['usa'],0.3,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=47,cantonese3,male,"['hong kong', 'china']",cantonese (yue),"['french', 'mandarin', '']","['22,', 'male', '']",6,academic,['uk'],0.1,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=48,cantonese4,female,"['fuzhou', 'fujian', 'china']",cantonese (yue),"['mandarin', '']","['29,', 'female', '']",13,academic,['usa'],4,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=49,cantonese5,male,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['18,', 'male', '']",14,academic,['new zealand'],0.7,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=462,cantonese6,male,"['hong kong', 'china']",cantonese (yue),"['mandarin', 'japanese', '']","['25,', 'male', '']",5,academic,[''],0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=494,cantonese7,male,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['31,', 'male', '']",4,academic,['canada'],16,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=498,cantonese8,female,"['hong kong', 'china']",cantonese (yue),"['french', '']","['23,', 'female', '']",2,academic,['canada'],15,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=502,cantonese9,male,"['hong kong', 'china']",cantonese (yue),"['mandarin', 'tagalog', '']","['22,', 'male', '']",7,academic,['uk'],5,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=505,cantonese10,female,"['xiamen', 'fujian', 'china']",cantonese (yue),"['mandarin', '']","['25,', 'female', '']",3,academic,['canada'],0.5,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=544,cantonese11,female,"['hong kong', 'china']",cantonese (yue),['none'],"['22,', 'female', '']",3,academic,[''],0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=602,cantonese12,female,"['macau', 'china']",cantonese (yue),"['mandarin', 'norwegian', 'portuguese', '']","['20,', 'female', '']",4,academic,['canada'],2.3,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=730,cantonese13,female,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['21,', 'female', '']",3,academic,[''],0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=742,cantonese14,female,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['19,', 'female', '']",3,academic,['uk'],0.5,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=862,cantonese15,female,"['qingyuan', 'guangdong', 'china']",cantonese (yue),"['hakka', 'mandarin', 'french', '']","['31,', 'female', '']",12,academic,['usa'],5.5,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=874,cantonese16,female,"['hong kong', 'china']",cantonese (yue),"['french', '']","['29,', 'female', '']",3,academic,"['usa', 'australia']",4,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=878,cantonese17,female,"['hong kong', 'china']",cantonese (yue),"['french', 'mandarin', 'japanese', '']","['26,', 'female', '']",3,academic,"['uk', 'usa']",15,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=885,cantonese18,male,"['hong kong', 'china']",cantonese (yue),"['mandarin', 'japanese', '']","['19,', 'male', '']",3,academic,[''],0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1247,cantonese19,female,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['28,', 'female', '']",7,academic,['usa'],0.1,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1480,cantonese20,male,"['hong kong', 'china']",cantonese (yue),"['mandarin', 'japanese', '']","['18,', 'male', '']",3,academic,[''],0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1558,cantonese21,female,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['18,', 'female', '']",4,naturalistic,[''],0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1974,cantonese22,female,"['hong kong', 'china']",cantonese (yue),['none'],"['30,', 'female', '']",3,academic,[''],0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1975,cantonese23,male,"['hong kong', 'china']",cantonese (yue),['none'],"['33,', 'male', '']",6,academic,[''],0,33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2223,cantonese24,female,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['23,', 'female', '']",3,academic,['usa'],4,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2234,cantonese25,male,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['23,', 'male', '']",3,academic,[''],0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2320,cantonese26,female,"['hong kong', 'china']",cantonese (yue),['none'],"['26,', 'female', '']",6,academic,['usa'],10,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2330,cantonese27,male,"['ho chi minh city', 'vietnam']",cantonese (yue),"['vietnamese', '']","['20,', 'male', '']",15,academic,['usa'],5,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2408,cantonese28,female,"['guangzhou', 'china']",cantonese (yue),"['mandarin', '']","['25,', 'female', '']",7,academic,['usa'],4,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2481,cantonese29,male,"['hong kong', 'china']",cantonese (yue),['none'],"['20,', 'male', '']",6,academic,['usa'],16,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2556,cantonese30,female,"['guangzhou', 'china']",cantonese (yue),"['korean', '']","['25,', 'female', '']",6,academic,['australia'],1.5,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2565,cantonese31,male,"['guangzhou', 'guangdong', 'china']",cantonese (yue),['none'],"['21,', 'male', '']",6,academic,['usa'],1,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2704,cantonese32,female,"['fuzhou', 'fujian', 'china']",cantonese (yue),"['mandarin', '']","['26,', 'female', '']",7,academic,['usa'],2,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2706,cantonese33,female,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['25,', 'female', '']",7,academic,['usa'],2,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2710,cantonese34,male,"['hong kong', 'china']",cantonese (yue),"['mandarin', '']","['19,', 'male', '']",6,academic,['usa'],2,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2854,cantonese35,male,"['foshan', 'guangdong', 'china']",cantonese (yue),"['mandarin', '']","['21,', 'male', '']",9,academic,['usa'],4,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=50,carolinian1,female,"['saipan', 'saipan', 'northern mariana islands']",carolinian (cal),"['chamorro', 'chuukese', '']","['32,', 'female', '']",6,academic,['usa'],10,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2775,charapa-spanish1,male,"['lima', 'peru']",charapa-spanish (spg),"['korean', '']","['35,', 'male', '']",15,academic,['usa'],18.8,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=51,catalan1,male,"['tarragona', 'spain']",catalan (cat),"['spanish', 'french', '']","['39,', 'male', '']",13,academic,['uk'],0.2,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=598,catalan2,male,"['mataro', 'catalonia', 'spain']",catalan (cat),"['japanese', '']","['24,', 'male', '']",21,naturalistic,['uk'],3,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1186,catalan3,female,"['santiago', 'chile']",catalan (cat),"['spanish', 'french', 'german', '']","['51,', 'female', '']",11,naturalistic,['usa'],40,51
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1414,catalan4,female,"['barcelona', 'spain']",catalan (cat),"['spanish', 'french', '']","['21,', 'female', '']",11,academic,['finland'],0.5,21
